                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.38183,                0.65348,                0.84641,                 0.9289,                 0.9561,                0.98957,                0.96312,                0.30589,                0.39754,                0.81081,             0.00011819,             0.00011819,             0.00011819
                    161,                0.39243,                0.62401,                0.84607,                0.90475,                0.96548,                   0.99,                0.96759,                0.30268,                0.38207,                0.81063,             0.00011785,             0.00011785,             0.00011785
                    162,                0.39096,                0.64903,                0.84305,                0.91761,                0.98383,                  0.991,                0.95437,                0.31627,                0.38619,                0.81066,             0.00011751,             0.00011751,             0.00011751
                    163,                0.38924,                0.65255,                0.84149,                0.93118,                0.98167,                  0.991,                0.97344,                0.30096,                0.38177,                0.81129,             0.00011717,             0.00011717,             0.00011717
                    164,                0.39146,                0.65974,                0.83893,                0.90416,                0.96973,                 0.9915,                0.95711,                0.32567,                0.37976,                0.81357,             0.00011683,             0.00011683,             0.00011683
                    165,                0.39101,                0.65856,                0.85155,                0.90152,                0.98644,                0.99136,                0.96805,                0.30429,                0.37317,                  0.811,             0.00011649,             0.00011649,             0.00011649
                    166,                0.40204,                0.66692,                0.84168,                0.89143,                0.98789,                0.99139,                0.96769,                0.30351,                0.37405,                0.80916,             0.00011615,             0.00011615,             0.00011615
                    167,                0.38727,                0.63909,                0.83757,                0.89553,                0.98851,                0.99122,                0.96443,                0.30173,                0.37285,                0.80844,             0.00011581,             0.00011581,             0.00011581
                    168,                0.39914,                0.64061,                0.84933,                 0.8852,                0.98872,                0.99139,                0.97139,                 0.2959,                0.37211,                0.80988,             0.00011547,             0.00011547,             0.00011547
                    169,                0.39933,                0.65344,                 0.8428,                0.88013,                0.99025,                0.99122,                0.95819,                0.31171,                0.37904,                0.81103,             0.00011513,             0.00011513,             0.00011513
                    170,                0.38734,                0.61082,                0.84622,                0.90816,                0.97143,                0.99138,                0.97115,                0.29411,                0.36921,                0.80929,             0.00011479,             0.00011479,             0.00011479
                    171,                0.39846,                0.63173,                 0.8396,                0.93748,                 0.9627,                0.99114,                0.96423,                0.30218,                0.36799,                0.80968,             0.00011445,             0.00011445,             0.00011445
                    172,                0.39115,                0.62527,                0.83692,                0.93726,                0.98296,                0.99114,                0.97074,                0.30067,                0.36667,                0.80816,              0.0001141,              0.0001141,              0.0001141
                    173,                0.39002,                0.65851,                0.83938,                 0.9503,                0.97921,                 0.9911,                0.96664,                0.30552,                0.36889,                0.81182,             0.00011376,             0.00011376,             0.00011376
                    174,                0.37395,                0.63571,                0.85001,                0.94161,                0.98118,                0.99173,                 0.9686,                 0.2928,                0.37529,                0.80963,             0.00011342,             0.00011342,             0.00011342
                    175,                0.39853,                0.62915,                0.84146,                 0.9267,                0.98465,                0.99167,                0.96668,                0.30699,                0.37853,                0.81263,             0.00011308,             0.00011308,             0.00011308
                    176,                0.37805,                0.61852,                0.84362,                0.90774,                0.99265,                0.99187,                0.96779,                0.29217,                0.36962,                0.81022,             0.00011274,             0.00011274,             0.00011274
                    177,                0.39467,                0.65791,                0.83919,                0.90576,                0.99314,                0.99187,                0.96889,                0.29352,                0.36626,                0.80775,              0.0001124,              0.0001124,              0.0001124
                    178,                0.38643,                0.62899,                0.84732,                0.90504,                0.99208,                0.99318,                0.97027,                0.29395,                0.36301,                0.80611,             0.00011206,             0.00011206,             0.00011206
                    179,                0.38073,                0.63632,                0.84571,                0.90657,                0.97116,                0.99332,                0.97206,                0.29752,                0.36876,                0.80675,             0.00011172,             0.00011172,             0.00011172
                    180,                0.39959,                0.63452,                0.83434,                 0.9103,                0.98986,                0.99288,                0.97159,                 0.2951,                0.36039,                0.80743,             0.00011138,             0.00011138,             0.00011138
                    181,                0.39426,                0.62717,                 0.8406,                0.91876,                0.98511,                0.99332,                0.96529,                0.29995,                 0.3618,                0.80703,             0.00011104,             0.00011104,             0.00011104
                    182,                 0.3886,                0.62566,                0.83599,                0.90794,                0.98422,                0.99332,                0.97484,                0.29954,                0.37057,                0.80692,              0.0001107,              0.0001107,              0.0001107
                    183,                0.38706,                0.72407,                0.84552,                0.92901,                0.96101,                 0.9938,                 0.9758,                0.29145,                0.37406,                  0.807,             0.00011036,             0.00011036,             0.00011036
                    184,                0.37986,                0.61473,                0.83715,                0.91535,                0.99183,                0.99366,                0.96855,                0.30049,                0.35932,                0.80807,             0.00011002,             0.00011002,             0.00011002
                    185,                0.38848,                0.59107,                0.84602,                0.93388,                0.99002,                0.99366,                0.96927,                0.29614,                0.35436,                0.80867,             0.00010968,             0.00010968,             0.00010968
                    186,                0.37428,                0.60515,                 0.8409,                0.93971,                0.98824,                 0.9926,                0.97141,                0.29386,                0.35615,                0.80713,             0.00010934,             0.00010934,             0.00010934
                    187,                0.37848,                0.59271,                0.83565,                0.94301,                0.98722,                0.99227,                0.96778,                0.29886,                0.35487,                0.80745,               0.000109,               0.000109,               0.000109
                    188,                 0.3824,                0.58799,                0.83509,                0.92929,                0.98334,                0.99227,                0.97465,                0.30035,                0.36247,                0.80789,             0.00010866,             0.00010866,             0.00010866
                    189,                  0.379,                0.61413,                0.84289,                0.92275,                0.98673,                0.99274,                0.96702,                0.29626,                0.36389,                0.80847,             0.00010832,             0.00010832,             0.00010832
                    190,                0.38427,                0.62888,                0.83604,                0.92195,                0.99229,                0.99227,                0.97213,                0.29526,                0.36189,                0.80925,             0.00010797,             0.00010797,             0.00010797
                    191,                 0.3975,                0.60257,                0.83751,                0.91761,                 0.9923,                0.99241,                0.96824,                0.29671,                0.35683,                0.80586,             0.00010763,             0.00010763,             0.00010763
                    192,                0.39853,                0.64444,                0.83984,                0.92248,                 0.9926,                0.99241,                0.97322,                0.29843,                0.35381,                0.80635,             0.00010729,             0.00010729,             0.00010729
                    193,                0.37596,                0.58677,                0.83379,                0.92279,                0.99262,                0.99241,                0.96412,                0.30602,                0.35066,                0.80656,             0.00010695,             0.00010695,             0.00010695
                    194,                 0.3751,                0.61431,                 0.8384,                0.91605,                0.99111,                0.99241,                0.97134,                0.28926,                0.35118,                0.80441,             0.00010661,             0.00010661,             0.00010661
                    195,                0.37306,                 0.6089,                0.83624,                0.92098,                0.99166,                0.99241,                0.97271,                0.28823,                0.35143,                0.80373,             0.00010627,             0.00010627,             0.00010627
                    196,                0.38385,                0.60937,                0.83658,                0.92277,                0.99026,                0.99213,                0.97123,                0.28802,                0.34408,                0.80564,             0.00010593,             0.00010593,             0.00010593
                    197,                0.37532,                0.60623,                0.83278,                0.91355,                0.99202,                0.99213,                0.97298,                0.29033,                0.34916,                0.80649,             0.00010559,             0.00010559,             0.00010559
                    198,                0.38709,                0.57316,                0.84828,                0.91511,                0.99223,                0.99213,                0.97169,                0.29749,                0.35578,                 0.8049,             0.00010525,             0.00010525,             0.00010525
                    199,                0.37929,                0.60332,                0.83891,                0.92724,                 0.9921,                0.99227,                0.97019,                0.29728,                0.35082,                0.80694,             0.00010491,             0.00010491,             0.00010491
                    200,                0.37266,                0.57199,                 0.8424,                0.93348,                0.99147,                0.99213,                 0.9748,                0.29146,                0.34734,                0.80696,             0.00010457,             0.00010457,             0.00010457
                    201,                 0.3705,                0.60554,                0.83546,                0.94829,                0.98871,                0.99201,                0.97262,                0.28652,                0.34638,                0.80566,             0.00010423,             0.00010423,             0.00010423
                    202,                0.38286,                0.56562,                 0.8403,                0.93304,                 0.9862,                 0.9938,                0.97001,                0.28977,                0.34392,                0.80495,             0.00010389,             0.00010389,             0.00010389
                    203,                0.37474,                0.59364,                0.83062,                0.94208,                0.98636,                 0.9938,                0.97079,                0.29744,                0.34393,                0.80706,             0.00010355,             0.00010355,             0.00010355
                    204,                0.37884,                0.59873,                0.83743,                0.93954,                 0.9856,                0.99332,                0.97324,                0.28746,                0.35383,                0.80559,             0.00010321,             0.00010321,             0.00010321
                    205,                0.37858,                0.57291,                0.83778,                0.93569,                0.98376,                0.99318,                 0.9706,                0.28923,                0.35614,                0.80533,             0.00010287,             0.00010287,             0.00010287
                    206,                0.37024,                0.59912,                0.83886,                 0.9333,                0.96691,                0.99304,                0.97449,                0.29084,                 0.3481,                0.80501,             0.00010253,             0.00010253,             0.00010253
                    207,                0.37905,                0.58231,                 0.8428,                0.92165,                0.99355,                0.99246,                0.97328,                0.28941,                0.34022,                0.80411,             0.00010219,             0.00010219,             0.00010219
                    208,                0.36988,                0.57615,                0.83858,                 0.9432,                0.98524,                0.99213,                0.96896,                0.29078,                0.35221,                0.80472,             0.00010184,             0.00010184,             0.00010184
                    209,                0.37527,                0.58826,                0.83916,                 0.9279,                0.98838,                0.99232,                0.96894,                0.28863,                0.35227,                0.80636,              0.0001015,              0.0001015,              0.0001015
                    210,                0.36216,                0.56436,                0.83284,                0.92403,                0.99227,                 0.9929,                0.97908,                0.28225,                 0.3425,                  0.804,             0.00010116,             0.00010116,             0.00010116
                    211,                0.37583,                0.56853,                0.83541,                0.92246,                0.99242,                 0.9929,                0.97128,                 0.2874,                0.34568,                0.80469,             0.00010082,             0.00010082,             0.00010082
                    212,                0.38101,                0.60215,                0.83786,                0.92194,                0.99048,                0.99213,                0.97036,                0.28998,                 0.3481,                0.80399,             0.00010048,             0.00010048,             0.00010048
                    213,                0.38144,                0.63233,                0.84936,                0.91378,                0.99345,                0.99227,                0.97241,                0.28485,                0.34648,                0.80249,             0.00010014,             0.00010014,             0.00010014
                    214,                0.37239,                 0.5487,                0.83529,                 0.9199,                0.99537,                0.99255,                0.96641,                0.29295,                0.33885,                0.80271,             9.9801e-05,             9.9801e-05,             9.9801e-05
                    215,                0.37169,                0.57982,                0.83702,                0.92909,                0.99287,                0.99255,                0.97452,                0.29122,                0.34326,                 0.8028,             9.9461e-05,             9.9461e-05,             9.9461e-05
                    216,                0.38267,                0.59316,                0.84756,                0.95248,                0.98388,                0.99288,                0.97133,                0.28994,                0.33993,                  0.803,              9.912e-05,              9.912e-05,              9.912e-05
                    217,                0.37234,                0.57023,                0.84158,                0.95985,                0.98364,                0.99332,                0.97543,                0.28324,                0.33746,                0.80223,              9.878e-05,              9.878e-05,              9.878e-05
                    218,                0.37558,                 0.5713,                0.84009,                0.95746,                0.97916,                0.99302,                0.97439,                  0.286,                 0.3336,                0.80273,             9.8439e-05,             9.8439e-05,             9.8439e-05
                    219,                0.36433,                0.57218,                0.83281,                 0.9531,                0.98329,                0.99332,                0.96852,                0.28482,                  0.338,                0.80274,             9.8098e-05,             9.8098e-05,             9.8098e-05
                    220,                0.36974,                0.54209,                0.83644,                0.94235,                0.99245,                0.99332,                 0.9712,                0.28548,                0.34188,                0.80378,             9.7758e-05,             9.7758e-05,             9.7758e-05
                    221,                0.37137,                0.57619,                0.84054,                0.94938,                0.99368,                0.99486,                 0.9749,                0.28415,                 0.3352,                0.80414,             9.7417e-05,             9.7417e-05,             9.7417e-05
                    222,                0.37965,                0.62073,                0.84117,                0.95831,                0.99039,                0.99486,                0.97105,                0.28675,                   0.33,                0.80539,             9.7077e-05,             9.7077e-05,             9.7077e-05
                    223,                0.36614,                0.56767,                0.84126,                0.95153,                0.99209,                  0.995,                0.96938,                0.28462,                0.32787,                0.80346,             9.6736e-05,             9.6736e-05,             9.6736e-05
                    224,                0.37977,                0.58213,                0.83971,                0.94123,                0.99332,                  0.995,                0.97484,                0.28995,                0.33651,                0.80781,             9.6396e-05,             9.6396e-05,             9.6396e-05
                    225,                0.38127,                0.59737,                0.83592,                 0.9229,                0.99475,                0.99318,                0.97059,                0.29053,                0.33311,                0.80512,             9.6055e-05,             9.6055e-05,             9.6055e-05
                    226,                0.37542,                0.56594,                0.83817,                0.92248,                0.99471,                 0.9938,                0.96972,                0.28022,                 0.3308,                 0.8022,             9.5715e-05,             9.5715e-05,             9.5715e-05
                    227,                  0.377,                0.59567,                0.83758,                0.92494,                0.99003,                0.99394,                0.97039,                 0.2824,                0.33105,                0.80324,             9.5374e-05,             9.5374e-05,             9.5374e-05
                    228,                0.38185,                0.62197,                0.84715,                0.91324,                0.99595,                0.99486,                0.97762,                0.28896,                0.32973,                0.80479,             9.5033e-05,             9.5033e-05,             9.5033e-05
                    229,                0.37947,                0.60668,                0.83685,                 0.9256,                0.99567,                0.99486,                0.97186,                0.28485,                0.32393,                0.80345,             9.4693e-05,             9.4693e-05,             9.4693e-05
                    230,                0.37151,                0.55005,                0.83718,                0.93141,                0.99649,                  0.995,                0.97891,                0.27645,                0.32305,                0.80046,             9.4352e-05,             9.4352e-05,             9.4352e-05
                    231,                0.36492,                 0.5525,                  0.837,                0.95388,                0.99428,                  0.995,                0.97135,                 0.2911,                0.32599,                0.80296,             9.4012e-05,             9.4012e-05,             9.4012e-05
                    232,                 0.3745,                0.54983,                0.83792,                0.95847,                0.99225,                  0.995,                0.97807,                 0.2718,                0.32679,                0.79984,             9.3671e-05,             9.3671e-05,             9.3671e-05
                    233,                0.39213,                0.62245,                0.83508,                0.95446,                0.99223,                  0.995,                0.97923,                0.27837,                0.32834,                 0.8007,             9.3331e-05,             9.3331e-05,             9.3331e-05
                    234,                0.37688,                0.56685,                0.83239,                0.95071,                0.99097,                0.99486,                  0.958,                0.30551,                0.33688,                0.80376,              9.299e-05,              9.299e-05,              9.299e-05
                    235,                0.37231,                0.55118,                0.83824,                0.95795,                0.99043,                0.99486,                0.97643,                0.27838,                0.32663,                0.80066,              9.265e-05,              9.265e-05,              9.265e-05
                    236,                0.38355,                0.58255,                0.84267,                 0.9674,                0.98964,                  0.995,                0.97661,                0.28246,                 0.3215,                0.80059,             9.2309e-05,             9.2309e-05,             9.2309e-05
                    237,                0.36826,                0.57931,                 0.8446,                0.96689,                0.98598,                  0.995,                0.97639,                0.29119,                0.32334,                0.80588,             9.1968e-05,             9.1968e-05,             9.1968e-05
                    238,                 0.3841,                0.57005,                0.83581,                0.95732,                0.98422,                  0.995,                0.97318,                0.27916,                 0.3218,                    0.8,             9.1628e-05,             9.1628e-05,             9.1628e-05
                    239,                0.37572,                0.58982,                0.84244,                0.95896,                0.98999,                0.99486,                0.97495,                0.27968,                0.31912,                 0.8007,             9.1287e-05,             9.1287e-05,             9.1287e-05
                    240,                0.36253,                0.55395,                0.83864,                0.96266,                0.99419,                0.99486,                0.97382,                0.28246,                0.31507,                0.80112,             9.0947e-05,             9.0947e-05,             9.0947e-05
                    241,                 0.3596,                0.53825,                 0.8247,                0.95659,                0.99526,                0.99486,                0.97152,                0.27802,                0.31628,                0.80013,             9.0606e-05,             9.0606e-05,             9.0606e-05
                    242,                0.36262,                0.53506,                0.84306,                0.94832,                0.99486,                0.99486,                0.97127,                0.28325,                0.32328,                0.80089,             9.0266e-05,             9.0266e-05,             9.0266e-05
                    243,                0.38298,                0.56063,                0.83589,                0.94206,                 0.9951,                0.99486,                 0.9775,                0.27891,                0.32573,                0.80176,             8.9925e-05,             8.9925e-05,             8.9925e-05
                    244,                0.37332,                0.54097,                 0.8337,                0.94541,                0.99357,                0.99486,                0.97699,                0.28108,                 0.3218,                0.80094,             8.9584e-05,             8.9584e-05,             8.9584e-05
                    245,                0.37567,                0.55803,                0.83712,                0.94364,                0.99261,                  0.995,                0.97709,                0.28226,                0.32172,                0.80102,             8.9244e-05,             8.9244e-05,             8.9244e-05
                    246,                 0.3583,                0.55784,                0.84132,                0.95937,                 0.9874,                0.99486,                 0.9751,                0.27726,                0.31666,                0.80124,             8.8903e-05,             8.8903e-05,             8.8903e-05
                    247,                0.37261,                 0.5322,                0.83297,                0.96588,                0.98523,                  0.995,                0.97162,                0.29097,                0.31967,                0.80113,             8.8563e-05,             8.8563e-05,             8.8563e-05
                    248,                0.36155,                0.53901,                0.83202,                0.96493,                  0.989,                  0.995,                0.97404,                0.28052,                0.32071,                0.80076,             8.8222e-05,             8.8222e-05,             8.8222e-05
                    249,                0.35477,                0.53322,                0.83367,                0.96113,                0.99285,                  0.995,                0.97772,                0.28619,                0.32345,                0.80303,             8.7882e-05,             8.7882e-05,             8.7882e-05
                    250,                0.35875,                0.55405,                0.82622,                0.94811,                0.99231,                  0.995,                0.98027,                0.28131,                0.32629,                0.80264,             8.7541e-05,             8.7541e-05,             8.7541e-05
                    251,                0.38333,                0.56658,                0.84466,                0.95875,                0.99129,                0.99486,                0.98111,                0.27773,                0.31797,                 0.8008,             8.7201e-05,             8.7201e-05,             8.7201e-05
                    252,                0.36691,                0.56587,                0.83613,                0.96725,                0.98816,                0.99472,                  0.974,                0.28562,                0.31028,                0.80256,              8.686e-05,              8.686e-05,              8.686e-05
                    253,                0.36774,                0.55133,                0.83778,                0.96629,                0.98566,                0.99472,                0.98053,                0.27455,                0.31459,                0.80025,             8.6519e-05,             8.6519e-05,             8.6519e-05
                    254,                0.36748,                0.54677,                0.83906,                0.96026,                0.98287,                  0.995,                0.97776,                0.27737,                0.31932,                0.80012,             8.6179e-05,             8.6179e-05,             8.6179e-05
                    255,                0.35825,                0.54229,                0.83076,                0.96544,                0.98324,                  0.995,                0.97821,                0.28158,                0.31526,                0.80152,             8.5838e-05,             8.5838e-05,             8.5838e-05
                    256,                0.37385,                0.57637,                0.83541,                0.97144,                0.98164,                  0.995,                0.97908,                0.28035,                0.31537,                0.80215,             8.5498e-05,             8.5498e-05,             8.5498e-05
                    257,                0.36577,                0.54872,                0.83268,                0.96737,                0.98534,                  0.995,                0.97904,                 0.2772,                 0.3156,                 0.8012,             8.5157e-05,             8.5157e-05,             8.5157e-05
                    258,                0.36703,                0.55269,                0.83779,                0.95592,                0.98711,                  0.995,                0.98002,                0.28125,                0.32052,                0.80106,             8.4817e-05,             8.4817e-05,             8.4817e-05
                    259,                0.34929,                0.51977,                0.83855,                0.95494,                0.98586,                  0.995,                0.97451,                 0.2876,                0.32098,                0.80126,             8.4476e-05,             8.4476e-05,             8.4476e-05
                    260,                0.35661,                0.48763,                0.83695,                0.95187,                0.99019,                0.99486,                0.97576,                 0.2772,                0.31967,                0.80021,             8.4136e-05,             8.4136e-05,             8.4136e-05
                    261,                0.35463,                0.54304,                 0.8399,                0.95718,                0.98956,                0.99394,                0.97542,                0.27832,                0.31781,                0.79971,             8.3795e-05,             8.3795e-05,             8.3795e-05
                    262,                0.35354,                0.52253,                0.83655,                0.96605,                0.98601,                0.99407,                0.97521,                0.27629,                0.31634,                0.79952,             8.3454e-05,             8.3454e-05,             8.3454e-05
                    263,                0.35615,                0.52288,                0.83729,                0.96662,                0.98798,                0.99394,                0.97562,                0.27958,                0.31529,                0.79959,             8.3114e-05,             8.3114e-05,             8.3114e-05
                    264,                0.37054,                0.54979,                0.84281,                0.97084,                0.98805,                0.99332,                0.97303,                 0.2767,                0.31404,                0.79858,             8.2773e-05,             8.2773e-05,             8.2773e-05
                    265,                0.35391,                0.55346,                0.82895,                0.96841,                0.98908,                0.99288,                0.97646,                0.27392,                0.31096,                0.79878,             8.2433e-05,             8.2433e-05,             8.2433e-05
                    266,                0.36275,                0.56978,                0.83361,                 0.9648,                0.98369,                0.99346,                0.97853,                0.28372,                0.31422,                0.79907,             8.2092e-05,             8.2092e-05,             8.2092e-05
                    267,                0.38364,                0.54776,                0.83728,                0.95944,                 0.9863,                  0.995,                0.98386,                0.27332,                0.31081,                0.79805,             8.1752e-05,             8.1752e-05,             8.1752e-05
                    268,                0.36122,                0.51181,                0.83503,                0.94862,                0.99044,                0.99486,                 0.9741,                0.29208,                0.31778,                0.79928,             8.1411e-05,             8.1411e-05,             8.1411e-05
                    269,                0.36257,                0.54084,                0.83246,                0.94013,                0.99166,                0.99486,                0.97903,                0.27639,                 0.3146,                0.79868,              8.107e-05,              8.107e-05,              8.107e-05
                    270,                0.35987,                0.53042,                0.83527,                0.94484,                0.99573,                0.99486,                0.97807,                0.27401,                0.31289,                0.79859,              8.073e-05,              8.073e-05,              8.073e-05
                    271,                0.38313,                 0.5449,                0.83327,                0.95382,                0.99583,                0.99486,                0.97509,                0.27449,                0.31004,                0.79872,             8.0389e-05,             8.0389e-05,             8.0389e-05
                    272,                 0.3555,                0.53366,                0.83598,                0.95125,                0.99585,                0.99486,                0.97241,                0.27778,                0.31211,                0.79777,             8.0049e-05,             8.0049e-05,             8.0049e-05
                    273,                0.36661,                0.53053,                0.83211,                0.96797,                0.99525,                0.99486,                0.97732,                0.27511,                0.30799,                0.79876,             7.9708e-05,             7.9708e-05,             7.9708e-05
                    274,                0.36684,                0.51972,                0.83379,                0.96237,                0.99545,                0.99486,                0.98073,                0.27408,                0.30489,                  0.798,             7.9368e-05,             7.9368e-05,             7.9368e-05
                    275,                0.35454,                0.51285,                0.83156,                0.96271,                0.99311,                0.99486,                0.98169,                0.26687,                 0.3049,                0.79752,             7.9027e-05,             7.9027e-05,             7.9027e-05
                    276,                0.35185,                0.51642,                0.83795,                0.96231,                0.99028,                0.99394,                0.97511,                0.27312,                0.30766,                0.79801,             7.8687e-05,             7.8687e-05,             7.8687e-05
                    277,                0.36738,                0.52925,                0.83578,                0.96484,                0.99282,                0.99486,                0.97989,                0.27059,                 0.3054,                0.79836,             7.8346e-05,             7.8346e-05,             7.8346e-05
                    278,                0.35869,                0.53549,                0.83364,                0.96791,                0.99447,                0.99486,                0.97787,                0.27786,                0.30297,                0.79893,             7.8005e-05,             7.8005e-05,             7.8005e-05
                    279,                0.34791,                0.49157,                0.83454,                0.96579,                0.99581,                0.99486,                 0.9786,                0.27698,                0.30649,                0.79819,             7.7665e-05,             7.7665e-05,             7.7665e-05
                    280,                0.35109,                0.50554,                0.82294,                0.96645,                0.99395,                0.99486,                0.97745,                0.27856,                0.31337,                0.79963,             7.7324e-05,             7.7324e-05,             7.7324e-05
                    281,                0.35346,                0.51794,                0.83548,                0.96227,                0.99587,                0.99486,                0.97584,                0.27098,                0.31176,                0.79774,             7.6984e-05,             7.6984e-05,             7.6984e-05
                    282,                0.35795,                0.55097,                0.83396,                0.97026,                 0.9941,                 0.9926,                0.97483,                 0.2711,                0.30971,                0.79747,             7.6643e-05,             7.6643e-05,             7.6643e-05
                    283,                0.35671,                0.51145,                0.83344,                 0.9727,                0.99393,                0.99213,                0.97318,                0.27266,                0.30794,                 0.7977,             7.6303e-05,             7.6303e-05,             7.6303e-05
                    284,                0.37338,                0.58712,                0.83319,                0.97197,                0.99042,                0.99458,                 0.9794,                  0.274,                0.30833,                0.79804,             7.5962e-05,             7.5962e-05,             7.5962e-05
                    285,                0.35344,                0.52683,                0.83927,                0.96898,                0.98876,                0.99486,                0.97716,                0.28129,                0.31228,                0.79795,             7.5622e-05,             7.5622e-05,             7.5622e-05
                    286,                0.35436,                0.49902,                0.83157,                0.96449,                0.98926,                0.99486,                0.97907,                0.27682,                0.31047,                0.79772,             7.5281e-05,             7.5281e-05,             7.5281e-05
                    287,                0.35716,                0.55449,                0.83956,                0.97146,                0.98728,                0.99394,                0.97795,                 0.2799,                0.31015,                0.79774,              7.494e-05,              7.494e-05,              7.494e-05
                    288,                0.37531,                0.52787,                0.82786,                0.97069,                0.98645,                0.99394,                0.97505,                0.28566,                0.31141,                0.79815,               7.46e-05,               7.46e-05,               7.46e-05
                    289,                0.35924,                0.52718,                0.81942,                0.96232,                0.98808,                0.99394,                0.97477,                0.27219,                0.30859,                0.79846,             7.4259e-05,             7.4259e-05,             7.4259e-05
                    290,                0.37273,                0.56016,                0.83491,                0.96647,                0.98753,                0.99394,                0.97602,                0.27457,                0.30661,                0.79704,             7.3919e-05,             7.3919e-05,             7.3919e-05
                    291,                0.36425,                0.52074,                0.82618,                0.95922,                0.99216,                0.99394,                 0.9736,                 0.2775,                0.30364,                0.79675,             7.3578e-05,             7.3578e-05,             7.3578e-05
                    292,                0.35043,                0.49885,                0.83019,                0.97037,                0.99103,                0.99332,                0.97367,                0.28212,                0.30577,                0.79871,             7.3238e-05,             7.3238e-05,             7.3238e-05
                    293,                 0.3528,                0.50824,                0.83788,                0.97089,                0.99018,                0.99288,                0.96973,                0.28766,                0.31106,                0.79643,             7.2897e-05,             7.2897e-05,             7.2897e-05
                    294,                0.35709,                0.49041,                0.83878,                 0.9644,                0.98914,                0.99407,                0.97829,                0.27238,                 0.3058,                0.79725,             7.2556e-05,             7.2556e-05,             7.2556e-05
                    295,                0.36536,                0.51232,                0.83049,                 0.9628,                0.98986,                0.99346,                 0.9796,                0.27541,                0.30594,                0.79727,             7.2216e-05,             7.2216e-05,             7.2216e-05
                    296,                0.35851,                0.52018,                0.83429,                0.96661,                0.99175,                0.99269,                0.97955,                0.27197,                0.30016,                0.79704,             7.1875e-05,             7.1875e-05,             7.1875e-05
                    297,                0.36639,                0.50394,                0.83084,                0.97235,                0.99057,                0.99269,                0.97753,                0.26752,                0.29812,                 0.7963,             7.1535e-05,             7.1535e-05,             7.1535e-05
                    298,                0.36498,                0.53611,                0.83194,                0.97345,                0.98787,                0.99346,                0.97839,                0.27504,                0.29872,                0.79618,             7.1194e-05,             7.1194e-05,             7.1194e-05
                    299,                0.36735,                0.49528,                0.83158,                 0.9689,                0.98909,                  0.995,                0.98224,                0.26919,                0.29771,                0.79629,             7.0854e-05,             7.0854e-05,             7.0854e-05
                    300,                0.36544,                 0.5002,                0.83521,                0.95921,                0.98653,                0.99486,                0.97828,                0.27125,                0.30299,                0.79734,             7.0513e-05,             7.0513e-05,             7.0513e-05
                    301,                0.34274,                0.49406,                0.83633,                0.96221,                 0.9884,                  0.995,                0.97722,                0.26754,                0.30063,                0.79705,             7.0173e-05,             7.0173e-05,             7.0173e-05
                    302,                0.38331,                0.57632,                0.83976,                0.97187,                0.99045,                  0.995,                0.98141,                0.26872,                0.29515,                0.79633,             6.9832e-05,             6.9832e-05,             6.9832e-05
                    303,                 0.3571,                0.51864,                 0.8233,                0.96976,                0.99272,                  0.995,                0.98293,                0.27356,                0.29464,                0.79747,             6.9491e-05,             6.9491e-05,             6.9491e-05
                    304,                0.36176,                0.52567,                0.83161,                0.96845,                0.99175,                  0.995,                0.97727,                0.26945,                0.29866,                 0.7974,             6.9151e-05,             6.9151e-05,             6.9151e-05
                    305,                0.35282,                0.50637,                0.83765,                0.96537,                0.99051,                  0.995,                0.97763,                0.27042,                0.30345,                0.79671,              6.881e-05,              6.881e-05,              6.881e-05
                    306,                0.35165,                0.50072,                0.83637,                0.96424,                0.98917,                  0.995,                0.98065,                0.26787,                0.30162,                0.79667,              6.847e-05,              6.847e-05,              6.847e-05
                    307,                0.37237,                 0.5612,                0.83347,                0.97151,                 0.9875,                  0.995,                0.97852,                0.27376,                0.29995,                0.79615,             6.8129e-05,             6.8129e-05,             6.8129e-05
                    308,                0.35044,                0.52916,                0.82907,                0.96671,                0.99097,                0.99486,                0.98148,                0.26398,                0.29408,                0.79493,             6.7789e-05,             6.7789e-05,             6.7789e-05
                    309,                0.35093,                0.50091,                0.83603,                 0.9679,                0.98641,                0.99472,                0.98196,                0.26371,                0.29342,                0.79503,             6.7448e-05,             6.7448e-05,             6.7448e-05
                    310,                0.35548,                0.48408,                0.83556,                0.95944,                0.98904,                0.99486,                0.98078,                0.26781,                0.29488,                0.79502,             6.7108e-05,             6.7108e-05,             6.7108e-05
                    311,                 0.3616,                0.52672,                0.83577,                0.96372,                0.98874,                0.99472,                0.98193,                0.26347,                0.29585,                0.79446,             6.6767e-05,             6.6767e-05,             6.6767e-05
                    312,                0.35894,                0.49589,                0.83303,                0.96397,                0.99383,                0.99472,                0.98349,                0.27455,                0.30008,                0.79663,             6.6426e-05,             6.6426e-05,             6.6426e-05
                    313,                0.34533,                0.50135,                0.83185,                0.96641,                0.99297,                0.99394,                0.98008,                0.27165,                0.29927,                0.79547,             6.6086e-05,             6.6086e-05,             6.6086e-05
